ID;URL
3402120002;https://www.google.com/maps/place/Balai+Desa+Srimulyo+Piyungan+Bantul/@-7.8331874,110.4636978,17z/data=!3m1!4b1!4m5!3m4!1s0x2e7a510259148651:0xe4f103413e709496!8m2!3d-7.8331874!4d110.4636978
3402120003;https://www.google.com/maps/place/Balai+Desa+Srimartani/@-7.8246456,110.4796917,17z/data=!3m1!4b1!4m5!3m4!1s0x2e7a5056ccf1c293:0x7e854d765bda746f!8m2!3d-7.8246456!4d110.4796917
3402130001;https://www.google.com/maps/place/Balai+Desa+Tamanan/@-7.8441635,110.3834468,17z/data=!3m1!4b1!4m5!3m4!1s0x2e7a56f990ba66cd:0x85aeb574560f24a!8m2!3d-7.8441635!4d110.3834468
3402130002;https://www.google.com/maps/place/Kantor+Lurah+Desa+Jagalan+Banguntapan+Bantul+DIY/@-7.8277569,110.3956366,17z/data=!3m1!4b1!4m5!3m4!1s0x2e7a571a2e4f20b1:0x2eb132b5e86f881e!8m2!3d-7.8277569!4d110.3956366
3402130003;https://www.google.com/maps/place/Balai+Desa+Singosaren/@-7.8343715,110.4006032,17z/data=!4m5!3m4!1s0x2e7a571fc121c43f:0x5a1cfe1a45718e33!8m2!3d-7.8343715!4d110.4006032
3402130004;https://www.google.com/maps/place/Kantor+Lurah+Desa+Wirokerten/@-7.846285,110.402277,17z/data=!4m5!3m4!1s0x2e7a56e802c714d5:0x5adc65a12bc457c6!8m2!3d-7.846285!4d110.402277
3402130005;https://www.google.com/maps/place/Balai+Desa+Jambidan/@-7.8518213,110.4100654,17z/data=!4m5!3m4!1s0x2e7a56c6eb17d747:0x6d0ea12ae21ecdcc!8m2!3d-7.8518213!4d110.4100654
3402130006;https://www.google.com/maps/place/Kantor+Lurah+Desa+Potorono/@-7.8334097,110.4226559,17z/data=!4m5!3m4!1s0x2e7a572a65e08807:0x36136354eb5124c9!8m2!3d-7.8334097!4d110.4226559
3402130007;https://www.google.com/maps/place/Balai+Desa+Baturetno/@-7.8195279,110.4153532,17z/data=!4m5!3m4!1s0x2e7a5730b43d1377:0x6cd64441f78873a9!8m2!3d-7.8195279!4d110.4153532
3402130008;https://www.google.com/maps/place/Balai+Desa+Banguntapan/@-7.8071198,110.4025819,17z/data=!3m1!4b1!4m5!3m4!1s0x2e7a57427fdba893:0xb33a91d740d0f003!8m2!3d-7.8071198!4d110.4025819
3402140001;https://www.google.com/maps/place/Kantor+Kelurahan+Pendowoharjo/@-7.8631968,110.3392656,17z/data=!4m5!3m4!1s0x2e7a561974ddfa31:0x10ec942256b27f0a!8m2!3d-7.8631968!4d110.3392656
3402140002;https://www.google.com/maps/place/Balai+Desa+Timbulharjo/@-7.8712082,110.3608019,17z/data=!4m5!3m4!1s0x2e7a56717996291f:0xd4c6a8e6a1ef21a1!8m2!3d-7.8712082!4d110.3608019
3402140003;https://www.google.com/maps/place/Balai+Desa+Bangunharjo+Sewon+Bantul/@-7.8522881,110.3730666,17z/data=!3m1!4b1!4m5!3m4!1s0x2e7a56595336edab:0xc68e234a645374a8!8m2!3d-7.8522881!4d110.3730666
3402150001;https://www.google.com/maps/place/Balai+Desa+Bangunjiwo/@-7.8398136,110.313422,17z/data=!4m5!3m4!1s0x2e7af88843aaab75:0x533e3f7c3c8e467!8m2!3d-7.8398136!4d110.313422
3402150002;https://www.google.com/maps/place/Kantor+Desa+Tirtonirmolo/@-7.8287361,110.3453763,17z/data=!4m5!3m4!1s0x2e7a57cf8dd200e3:0xf3e4878568c9124!8m2!3d-7.8287361!4d110.3453763
3402150003;https://www.google.com/maps/place/Balai+Desa+Tamantirto/@-7.8249713,110.3269601,17z/data=!3m1!4b1!4m5!3m4!1s0x2e7af876c00de251:0x1154825b09a1ddd!8m2!3d-7.8249713!4d110.3269601
3402150004;https://www.google.com/maps/place/Kantor+Desa+Ngestiharjo/@-7.800759,110.34661,17z/data=!4m5!3m4!1s0x2e7a57f6e869cd2d:0xbb7cdcfb6e06ab3a!8m2!3d-7.800759!4d110.34661
3402160001;https://www.google.com/maps/place/Balai+Desa+Triwidadi/@-7.8614054,110.2681428,17z/data=!3m1!4b1!4m5!3m4!1s0x2e7af9164a878993:0x73e47ee6ef025e13!8m2!3d-7.8614054!4d110.2681428
3402160002;https://www.google.com/maps/place/Balai+Desa+Sendangsari/@-7.8955091,110.2909709,17z/data=!3m1!4b1!4m5!3m4!1s0x2e7aff24493f0769:0xab496e2f82a60de6!8m2!3d-7.8955091!4d110.2909709
3402170001;https://www.google.com/maps/place/Balai+Desa+Argodadi/@-7.8468251,110.2495529,17z/data=!3m1!4b1!4m5!3m4!1s0x2e7af97717b61049:0x13224ec7d512447e!8m2!3d-7.8468251!4d110.2495529
3402170002;https://www.google.com/maps/place/Balai+Desa+Argorejo+Sedayu/@-7.8172908,110.2566068,17z/data=!3m1!4b1!4m5!3m4!1s0x2e7af9ea2c421f1f:0xb8379e8be2f2a49a!8m2!3d-7.8172908!4d110.2566068
